id,category,sentence
4632,comparative,"Homarus americanus is a scavenger and predator, whereas Myotis lucifugus is an insectivore."
4633,comparative,"Caenorhabditis elegans has bilateral symmetry, whereas Euplectella aspergillum has asymmetrical symmetry."
4634,ecology,"The Nile crocodile inhabits rivers, lakes, and marshes."
4635,summary,"Octopus vulgaris, commonly known as the common octopus, is a carnivore of the class Cephalopoda that respires using gills."
4636,reproduction,"The reproductive mode of Drosophila melanogaster can be described as oviparous, with holometabolous development."
4637,comparative,"Unlike Mytilus edulis, which excretes ammonia, Iguana iguana excretes uric acid."
4638,comparative,"Asterias rubens belongs to the phylum Echinodermata, while Pan troglodytes belongs to the phylum Chordata."
4639,taxonomy,The scientific name of the house mouse is Mus musculus.
4640,concepts,"As a general principle, triploblastic animals develop from three germ layers, including a mesoderm."
4641,comparative,"Osphranter rufus has a circulatory system that is closed, whereas that of Drosophila melanogaster is open."
4642,comparative,"Unlike Euplectella aspergillum, which respires through diffusion driven by water currents, Schistocerca gregaria respires through a tracheal system."
4643,concepts,"As a general principle, kin selection can explain the evolution of altruistic behavior among relatives."
4644,comparative,"In contrast to the regionally endothermic Carcharodon carcharias, Danaus plexippus is ectothermic."
4645,concepts,"In comparative physiology, kin selection can explain the evolution of altruistic behavior among relatives."
4646,comparative,"Myotis lucifugus exchanges gases through lungs, whereas Drosophila melanogaster uses a tracheal system."
4647,comparative,"Unlike Crocodylus niloticus, which is a carnivore, Chelonia mydas is a herbivore."
4648,physiology,"With respect to thermoregulation, Canis lupus is endothermic."
4649,comparative,"Drosophila melanogaster exchanges gases through a tracheal system, whereas Petromyzon marinus uses gills."
4650,comparative,"Euplectella aspergillum is ectothermic, whereas Osphranter rufus is endothermic."
4651,comparative,"Unlike Balaenoptera musculus, which is a filter-feeding carnivore, Octopus vulgaris is a carnivore."
4652,comparative,"Ambystoma mexicanum belongs to the phylum Chordata, while Mytilus edulis belongs to the phylum Mollusca."
4653,comparative,"Unlike Panthera leo, whose circulatory system is closed, Apis mellifera has a circulatory system that is open."
4654,comparative,"Apis mellifera is a herbivore, whereas Mus musculus is an omnivore."
4655,comparative,"Unlike Mytilus edulis, which excretes ammonia, Tursiops truncatus excretes urea."
4656,comparative,"Apis mellifera has a circulatory system that is open, whereas that of Giraffa camelopardalis is closed."
4657,concepts,"As a general principle, insects deliver oxygen directly to tissues through a branching network of tracheae opening at spiracles."
4658,comparative,"Unlike Limulus polyphemus, which is a carnivore, Osphranter rufus is a herbivore."
4659,comparative,"Aurelia aurita belongs to the phylum Cnidaria, while Caenorhabditis elegans belongs to the phylum Nematoda."
4660,concepts,"From a zoological perspective, chitin is a nitrogen-containing polysaccharide that forms the exoskeleton of arthropods."
4661,concepts,Neurons transmit electrical signals called action potentials along their axons.
4662,comparative,"Iguana iguana excretes nitrogen mainly as uric acid, whereas Strongylocentrotus purpuratus excretes it mainly as ammonia."
4663,comparative,"Mus musculus excretes nitrogen mainly as urea, whereas Hypsibius exemplaris excretes it mainly as ammonia."
4664,physiology,"Ophiophagus hannah respires using lungs, with a reduced left lung."
4665,traits,A notable feature of the red junglefowl is that it is the wild ancestor of the domestic chicken.
4666,comparative,"Aurelia aurita exchanges gases through diffusion across the body surface, whereas Varanus komodoensis uses lungs."
4667,comparative,"Unlike Cornu aspersum, which is ectothermic, Giraffa camelopardalis is endothermic."
4668,comparative,"While Danio rerio is an omnivore, Strongylocentrotus purpuratus is a herbivore."
4669,ecology,The typical habitat of Loxodonta africana is savanna and woodland.
4670,comparative,"Unlike Schmidtea mediterranea, which respires through diffusion across the body surface, Carcharodon carcharias respires through gills."
4671,comparative,"While Drosophila melanogaster is a saprophage, Homarus americanus is a scavenger and predator."
4672,comparative,"Danio rerio belongs to the phylum Chordata, while Homarus americanus belongs to the phylum Arthropoda."
4673,physiology,Tyto alba respires using lungs with air sacs.
4674,comparative,"Pan troglodytes is endothermic, whereas Lumbricus terrestris is ectothermic."
4675,comparative,"Varanus komodoensis exchanges gases through lungs, whereas Latrodectus mactans uses book lungs and tracheae."
4676,ecology,The common earthworm is a detritivore.
4677,comparative,"Unlike Mus musculus, which excretes urea, Architeuthis dux excretes ammonia."
4678,comparative,"Chelonia mydas exchanges gases through lungs, whereas Strongylocentrotus purpuratus uses tube feet and peristomial gills."
4679,comparative,"Unlike Latrodectus mactans, which respires through book lungs and tracheae, Ornithorhynchus anatinus respires through lungs."
4680,reproduction,Reproduction in the red junglefowl is oviparous.
4681,comparative,"Cornu aspersum has asymmetrical due to torsion and coiling symmetry, whereas Mus musculus has bilateral symmetry."
4682,comparative,"While Gallus gallus is an omnivore, Acropora cervicornis is a mixotroph."
4683,comparative,"Unlike Danio rerio, which is an omnivore, Lithobates catesbeianus is a carnivore."
4684,physiology,The main nitrogenous waste excreted by the tardigrade is ammonia.
4685,comparative,"Lumbricus terrestris exchanges gases through the moist body surface, whereas Petromyzon marinus uses gills."
4686,comparative,"Unlike Euplectella aspergillum, which respires through diffusion driven by water currents, Osphranter rufus respires through lungs."
4687,comparative,"Unlike Lumbricus terrestris, whose circulatory system is closed, Strongylocentrotus purpuratus has a circulatory system that is a water vascular system."
4688,comparative,"In contrast to the ectothermic Architeuthis dux, Ursus maritimus is endothermic."
4689,reproduction,"Reproduction in the platypus is oviparous, laying leathery eggs."
4690,comparative,"Unlike Danaus plexippus, which is a herbivore, Latimeria chalumnae is a carnivore."
4691,summary,"The ruby-throated hummingbird is a endothermic member of the class Aves whose circulatory system is closed, with a four-chambered heart."
4692,taxonomy,Gallus gallus is classified in the class Aves.
4693,comparative,"Aptenodytes forsteri belongs to the phylum Chordata, while Schmidtea mediterranea belongs to the phylum Platyhelminthes."
4694,comparative,"Danaus plexippus has a circulatory system that is open, whereas that of Lithobates catesbeianus is closed."
4695,comparative,"Rhinella marina has a circulatory system that is closed, whereas that of Asterias rubens is a water vascular system and a reduced hemal system."
4696,taxonomy,Balaenoptera musculus is classified in the class Mammalia.
4697,traits,"Regarding the common ostrich, it is flightless and its sternum lacks a keel."
4698,concepts,"From a zoological perspective, regeneration is the ability to regrow lost or damaged tissues and body parts."
4699,comparative,"Unlike Archilochus colubris, which respires through lungs with air sacs, Pan troglodytes respires through lungs."
4700,summary,"Salmo salar, commonly known as the Atlantic salmon, is a carnivore of the class Actinopterygii that respires using gills."
4701,comparative,"Mus musculus exchanges gases through lungs, whereas Drosophila melanogaster uses a tracheal system."
4702,comparative,"Cornu aspersum exchanges gases through a pallial lung formed from the mantle cavity, whereas Archilochus colubris uses lungs with air sacs."
4703,comparative,"Unlike Struthio camelus, which respires through lungs with air sacs, Salmo salar respires through gills."
4704,morphology,The body plan of Tursiops truncatus shows bilateral symmetry.
4705,comparative,"Unlike Falco peregrinus, which is endothermic, Hydra viridissima is ectothermic."
4706,comparative,"Danaus plexippus belongs to the phylum Arthropoda, while Euplectella aspergillum belongs to the phylum Porifera."
4707,comparative,"Balaenoptera musculus is a filter-feeding carnivore, whereas Mus musculus is an omnivore."
4708,taxonomy,The scientific name of the African bush elephant is Loxodonta africana.
4709,comparative,"Unlike Struthio camelus, which is an omnivore, Canis lupus is a carnivore."
4710,concepts,"From a zoological perspective, hermaphroditic animals possess both male and female reproductive organs."
4711,comparative,"Schmidtea mediterranea exchanges gases through diffusion across the body surface, whereas Lumbricus terrestris uses the moist body surface."
4712,comparative,"While Drosophila melanogaster is a saprophage, Danaus plexippus is a herbivore."
4713,concepts,"As a general principle, migration is a seasonal, often long-distance movement of animals between habitats."
4714,concepts,"From a zoological perspective, filter feeders strain small food particles suspended in water."
4715,comparative,"Hippocampus abdominalis has a circulatory system that is closed, whereas that of Schistocerca gregaria is open."
4716,comparative,"Aurelia aurita belongs to the phylum Cnidaria, while Loxodonta africana belongs to the phylum Chordata."
4717,comparative,"Crocodylus niloticus is a carnivore, whereas Strongylocentrotus purpuratus is a herbivore."
4718,comparative,"Unlike Drosophila melanogaster, which excretes uric acid, Ambystoma mexicanum excretes ammonia and urea."
4719,comparative,"Struthio camelus exchanges gases through lungs with air sacs, whereas Balaenoptera musculus uses lungs."
4720,comparative,"Balaenoptera musculus exchanges gases through lungs, whereas Apis mellifera uses a tracheal system."
4721,physiology,Gas exchange in the common earthworm occurs through the moist body surface.
4722,comparative,"Unlike Tursiops truncatus, which excretes urea, Homarus americanus excretes ammonia."
4723,comparative,"Unlike Aurelia aurita, which respires through diffusion across the body surface, Chelonia mydas respires through lungs."
4724,comparative,"Iguana iguana is a herbivore, whereas Aurelia aurita is a carnivore."
