id,category,sentence
2495,concepts,"From a financial perspective, convexity describes how a bond's duration changes as interest rates change."
2496,comparative,"The return on a government bond comes from periodic coupon payments, while the return on a call option comes from payoff when the underlying price rises above the strike price."
2497,concepts,"Asset allocation is the division of a portfolio among asset classes such as equities, bonds, and cash."
2498,concepts,"From a financial perspective, a bond trading above its face value is said to trade at a premium."
2499,calculations,An annual dividend of 8.64 pounds on a share priced at 20 pounds gives a dividend yield of 43.20%.
2500,comparative,"The return on an exchange-traded fund comes from distributions and price changes, while the return on a call option comes from payoff when the underlying price rises above the strike price."
2501,instruments,A government bond generates income through periodic coupon payments.
2502,calculations,"Simple interest on 15,000 pounds at 2% for 10 years amounts to 3,000.00 pounds."
2503,calculations,"The future value of 44,000 euros invested for 26 years at a 8% annual rate, compounded yearly, is about 325,439.54 euros."
2504,calculations,"Simple interest on 18,250 euros at 6% for 6 years amounts to 6,570.00 euros."
2505,calculations,"A company with current assets of 440 thousand euros and current liabilities of 1,450 thousand euros has a current ratio of 0.30."
2506,calculations,"The future value of 28,500 dollars invested for 12 years at a 8% annual rate, compounded yearly, is about 71,767.85 dollars."
2507,ratios,Analysts use the net debt to EBITDA to assess roughly how many years of operating earnings would be needed to repay net debt.
2508,calculations,A share priced at 102 pounds with earnings per share of 13.69 pounds has a price-to-earnings ratio of about 7.5.
2509,calculations,"A loan of 330,000 dollars at a 5% annual rate, repaid monthly over 3 years, has a monthly payment of about 9,890.40 dollars."
2510,calculations,A share priced at 70 dollars with earnings per share of 0.80 dollars has a price-to-earnings ratio of about 87.5.
2511,calculations,"Simple interest on 17,750 pounds at 3% for 10 years amounts to 5,325.00 pounds."
2512,concepts,Venture capital provides financing to early-stage companies with high growth potential.
2513,comparative,"The return on a certificate of deposit comes from fixed interest, while the return on a put option comes from payoff when the underlying price falls below the strike price."
2514,calculations,"A bond with a face value of 1,000 pounds, a 3% annual coupon, and a price of 875 pounds has a current yield of about 3.43%. The bond trades at a discount."
2515,concepts,"As a general principle, fiscal policy refers to government decisions on taxation and public spending."
2516,calculations,"With a nominal return of 10% and inflation of 5%, the real return is about 4.76% using the exact Fisher relation."
2517,concepts,"As a general principle, venture capital provides financing to early-stage companies with high growth potential."
2518,calculations,"The present value of 25,000 dollars received in 7 years, discounted at 10% per year, is about 12,828.95 dollars."
2519,calculations,An annual dividend of 5.48 pounds on a share priced at 56 pounds gives a dividend yield of 9.79%.
2520,concepts,"As a general principle, the coupon rate is the annual interest payment expressed as a percentage of a bond's face value."
2521,calculations,"The future value of 27,000 euros invested for 13 years at a 5% annual rate, compounded yearly, is about 50,912.53 euros."
2522,calculations,"With annual compounding at 4%, 36,500 euros becomes approximately 65,734.44 euros in 15 years."
2523,calculations,"A loan of 120,000 pounds at a 3% annual rate, repaid monthly over 20 years, has a monthly payment of about 665.52 pounds."
2524,calculations,"With a nominal return of 10% and inflation of 6%, the real return is about 3.77% using the exact Fisher relation."
2525,calculations,"Net income of 26,600,000 pounds on shareholders' equity of 319,800,000 pounds corresponds to a return on equity of about 8.3%."
2526,calculations,"The future value of 31,500 pounds invested for 21 years at a 4.5% annual rate, compounded yearly, is about 79,387.60 pounds."
2527,calculations,"Net income of 12,000,000 dollars on shareholders' equity of 90,500,000 dollars corresponds to a return on equity of about 13.3%."
2528,concepts,"In economics and finance, inflation risk is the risk that rising prices erode the purchasing power of returns."
2529,calculations,"With annual compounding at 2%, 33,500 dollars becomes approximately 44,202.54 dollars in 14 years."
2530,comparative,"The return on a futures contract comes from gains or losses from price changes in the underlying asset, while the return on a zero-coupon bond comes from the difference between the purchase price and face value."
2531,calculations,"A company with net income of 16,900,000 pounds and average equity of 285,100,000 pounds has a return on equity of 5.9%."
2532,concepts,"In economics and finance, EBITDA stands for earnings before interest, taxes, depreciation, and amortization."
2533,concepts,"In finance, the income statement reports a company's revenues, expenses, and profit over a period."
2534,instruments,A mutual fund is typically managed by asset management companies.
2535,comparative,"The return on a zero-coupon bond comes from the difference between the purchase price and face value, while the return on an interest rate swap comes from net exchanged interest payments."
2536,concepts,"In economics and finance, the yield to maturity is the discount rate that equates a bond's price with the present value of its cash flows."
2537,calculations,"A bond with a face value of 1,000 dollars, a 2% annual coupon, and a price of 850 dollars has a current yield of about 2.35%. The bond trades at a discount."
